Year,LGA_name,LGA_code,Total_EGMs,Venues,Unemployment_rate,Net_expenditure (AUD)
2016,Shire of Campaspe,21370,209.0,4.0,0.04245913436825331,8364721.08
2016,Shire of Glenelg,22410,119.99999999999999,4.0,0.048813298741231866,6486057.84
2016,SHIRE OF SOUTHERN GRAMPIANS,26260,75.0,2.0,0.03929068150208623,5955041.44
2016,Shire of Wellington,26810,318.0,6.999999999999999,0.06916215821026465,21744942.040000003
2016,Rural City of Wodonga,27170,135.0,3.0,0.05906810683779997,7664502.640000001
2016,City of Warrnambool,26730,234.0,8.0,0.03778613985575416,18542341.259999998
2016,City of Greater Bendigo,22620,628.0,11.0,0.07179353298772984,48696383.97
2016,City of Ballarat,20570,663.0,15.0,0.06509604650267545,54611247.31999999
2016,Rural City of Swan Hill,26610,161.0,4.0,0.050525210084033614,7527429.31
2016,City of Greater Shepparton,22830,329.0,8.0,0.049125582212848226,31422084.520000003
2016,Rural City of Mildura,24780,285.0,8.0,0.07558430717863106,25711760.39
2016,Shire of East Gippsland,22110,331.99999999999994,10.0,0.09000049972515117,23639559.169999998
2016,Shire of Bass Coast,20740,216.00000000000003,5.0,0.08312729702639492,16321155.47
2016,City of Latrobe,23810,522.0,13.0,0.10661805325378411,43563001.39
2016,Shire of Surf Coast,26490,74.0,3.0,0.027474720596061736,2854155.940000001
2016,Shire of South Gippsland,26170,105.00000000000001,4.0,0.05101822079314041,6565792.42
2016,Shire of Macedon Ranges,24130,102.0,3.0,0.031539038413465545,9179543.809999999
2016,Rural City of Horsham,23190,148.0,3.0,0.04305324459234609,9269919.86
2016,Shire of Baw Baw,20830,198.0,4.0,0.05363100877373646,14661092.830000002
2016,Rural City of Wangaratta,26700,136.0,4.0,0.05135399673735726,8236834.089999999
2016,City of Melbourne,24600,746.0,11.0,0.03853841746769368,79770052.63000001
2016,City of Moreland,25250,640.0,12.0,0.06458568759945574,63531110.68000001
2016,City of Darebin,21890,774.0,13.0,0.0626517974084765,84324281.52000001
2016,City of Boroondara,21110,162.0,4.0,0.038820031739016894,19997261.390000004
2016,City of Whitehorse,26980,427.0,6.0,0.05878655588951236,53182056.73
2016,City of Manningham,24210,519.0,7.0,0.05772149497249099,56271032.239999995
2016,City of Banyule,20660,634.0,10.0,0.03696483688508854,55979946.78000001
2016,City of Maroondah,24410,746.0,10.0,0.053029808883960604,65184083.08
2016,City of Knox,23670,766.0,11.0,0.046476159897254773,73822339.93
2016,City of Monash,24970,952.0,15.000000000000002,0.03821500270052686,111391123.95
2016,City of Port Phillip,25900,383.0,10.0,0.04224260431468802,28095943.28
2016,City of Kingston,23430,898.0,16.0,0.0579098033694683,83473105.91000001
2016,City of Greater Dandenong,22670,958.0,15.0,0.12383969455088743,118836649.17999999
2016,City of Frankston,22170,509.0,9.0,0.06045767411065286,62900685.339999996
2016,City of Casey,21610,899.0,13.0,0.07970597351990436,124817967.32999998
2016,Shire of Cardinia,21450,286.0,5.0,0.07001910892084884,25041008.449999996
2016,Shire of Yarra Ranges,27450,442.0,9.0,0.04951534830945282,28793677.63
2016,City of Hume,23270,812.9999999999999,13.999999999999998,0.09079205690193427,106043755.03
2016,City of Brimbank,21180,939.0,15.0,0.1001664950388328,143045743.48
2016,Shire of Melton,24650,503.0,7.0,0.07659862106259294,60035038.01
2016,City of Hobsons Bay,23110,577.0,10.0,0.0585375191424196,46829609.25
2016,City of Wyndham,27260,891.0000000000001,13.0,0.06716735511328076,97384531.85
2016,Shire of Mornington Peninsula,25340,813.0,17.0,0.04313201496525922,82381143.15000002
2016,City of Yarra,27350,308.0,8.0,0.05875975330145922,32992353.389999997
2016,City of Maribyrnong,24330,440.0,9.0,0.0719372793105512,53735025.13999999
2016,City of Stonnington,26350,287.0,7.0,0.03031045626502887,23443276.63
2016,City of Glen Eira,22310,771.0,11.0,0.041019092788520006,76214352.31
2016,City of Bayside,20910,208.0,5.0,0.03233450257481901,13615020.660000004
2016,City of Moonee Valley,25060,732.0,11.0,0.04914136405849113,75401077.51
2016,Shire of Buloke,21270,0.0,0.0,0.05110336817653891,0.0
2016,Shire of Golden Plains,22490,0.0,0.0,0.03657068789926859,0.0
2016,Shire of Hindmarsh,22980,0.0,0.0,0.054144106622240736,0.0
2016,Shire of Indigo,23350,0.0,0.0,0.037194712077078196,0.0
2016,Shire of Loddon,23940,0.0,0.0,0.07930065563534186,0.0
2016,Shire of Moyne,25490,0.0,0.0,0.023255813953488372,0.0
2016,Shire of Pyrenees,25990,0.0,0.0,0.07406199021207178,0.0
2016,Shire of West Wimmera,26890,0.0,0.0,0.03590568060021436,0.0
2016,Shire of Yarriambiack,27630,0.0,0.0,0.059748427672955975,0.0
