Year,LGA_name,LGA_code,0-19,20-64,65+,Total_population,Ratio: 65+ to 18+,Median_income,Total_EGMs,Venues,Unemployment_rate,Net_expenditure (AUD),EGMs_PV,People_PEGM,Expenditure_PP (AUD),Expenditure_PEGM (AUD),Expenditure_PV (AUD),EXP_PP_label
2012,Glen Eira (C),22310,32130,86100,20580,138810,0.1929133858267716,46881,748,11,0.0402353824359176,74342426.78,68.0,142.62032085561498,696.8731419197601,99388.27109625669,6758402.434545455,High
2012,Glenelg (S),22410,4989,11210,3578,19777,0.2419529348120097,38840,105,4,0.0584908845374746,7343284.130000001,26.25,140.83809523809524,496.5704713281039,69936.03933333333,1835821.0325000002,Medium
2012,Greater Bendigo (C),22620,27397,59742,16583,103722,0.2172682607271536,39450,547,10,0.0490493001917528,47459788.26,54.7,139.53382084095065,621.8118343924009,86763.78109689214,4745978.825999999,High
2012,Greater Dandenong (C),22670,34863,89386,20431,144680,0.1860458763215167,36584,945,15,0.0862071625854433,117556980.98000002,63.0,116.2084656084656,1070.4807177395123,124398.9216719577,7837132.065333335,Very High
2012,Greater Geelong (C),22750,54100,126897,37364,218361,0.2274672624664406,40904,1303,25,0.0584625576388344,116525894.57,52.12,126.06369915579432,709.39477155259,89428.92906369915,4661035.7828,High
2012,Greater Shepparton (C),22830,17582,35392,9378,62352,0.2094706276524458,37328,325,7,0.0799058434328975,30565582.379999995,46.42857142857143,137.75384615384615,682.7246455215545,94047.94578461537,4366511.768571428,High
2012,Hepburn (S),22910,3308,8496,2947,14751,0.2575373590841562,34239,50,2,0.0587203023758099,2669844.92,25.0,228.86,233.3168679542078,53396.8984,1334922.46,Low
2012,Hobsons Bay (C),23110,20691,55291,12183,88165,0.1805584373240062,46824,560,10,0.0551829457044389,52632388.38,56.0,120.48928571428571,780.0395467883926,93986.40782142857,5263238.838,High
2012,Horsham (RC),23190,5134,10982,3542,19658,0.2438722115119801,38594,147,4,0.0407545826659547,9295864.7,36.75,98.80272108843538,640.0347493803359,63237.174829931966,2323966.175,High
2012,Hume (C),23270,53203,107967,16857,178027,0.1350461449721207,41564,751,13,0.0781957486030301,103993534.43,57.76923076923077,166.2103861517976,833.1213102448248,138473.4146870839,7999502.648461539,Very High
2012,Kingston (C),23430,34492,91125,24359,149976,0.2109296525925669,43945,881,16,0.0605802239224573,86504008.27000001,55.0625,131.08286038592507,749.0562179176337,98188.43163450625,5406500.516875001,High
2012,Knox (C),23670,38773,95410,20470,154653,0.1766482568173973,43092,800,11,0.0371634513461946,85588265.07000001,72.72727272727273,144.85,738.5939339834312,106985.33133750001,7780751.370000001,High
2012,Latrobe (C),23810,19276,42867,11786,73929,0.2156514738440707,41461,522,13,0.0655698330731355,47329538.50000001,40.15384615384615,104.69923371647509,866.0007410389184,90669.61398467435,3640733.7307692314,Very High
2012,Macedon Ranges (S),24130,12186,25134,6173,43493,0.1971763503369853,43510,95,3,0.0259056619414739,9489139.02,31.666666666666668,329.5473684210526,303.0995949787587,99885.67389473684,3163046.34,Low
2012,Manningham (C),24210,26042,67835,23142,117019,0.2543719841278565,41465,570,7,0.0418990203466465,65318584.66,81.42857142857143,159.60877192982457,717.9681090825153,114594.00817543859,9331226.379999999,High
2012,Mansfield (S),24250,2144,4348,1575,8067,0.2659125443187574,31308,29,1,0.0380666165790132,1469013.14,29.0,204.24137931034483,248.01842647307106,50655.62551724137,1469013.14,Low
